maquina,version,variante,p,t,N,k,B,repeticion,tiempo_s
DESKTOP-FUSRFCI,numpy,pesos,1,15,100000,300,48,0,5.266018
DESKTOP-FUSRFCI,numpy,pesos,1,15,100000,300,48,1,5.303634
DESKTOP-FUSRFCI,numpy,pesos,1,15,100000,300,48,2,5.260119
DESKTOP-FUSRFCI,numpy,pesos,1,16,100000,300,48,0,5.412244
DESKTOP-FUSRFCI,numpy,pesos,1,16,100000,300,48,1,5.417378
DESKTOP-FUSRFCI,numpy,pesos,1,16,100000,300,48,2,6.182833
DESKTOP-FUSRFCI,numpy,pesos,2,1,100000,300,48,0,6.860300
DESKTOP-FUSRFCI,numpy,pesos,2,1,100000,300,48,1,6.356231
DESKTOP-FUSRFCI,numpy,pesos,2,1,100000,300,48,2,6.267833
DESKTOP-FUSRFCI,numpy,pesos,2,2,100000,300,48,0,4.986313
DESKTOP-FUSRFCI,numpy,pesos,2,2,100000,300,48,1,4.992421
DESKTOP-FUSRFCI,numpy,pesos,2,2,100000,300,48,2,5.045704
DESKTOP-FUSRFCI,numpy,pesos,2,3,100000,300,48,0,4.464511
DESKTOP-FUSRFCI,numpy,pesos,2,3,100000,300,48,1,4.458128
DESKTOP-FUSRFCI,numpy,pesos,2,3,100000,300,48,2,4.460907
DESKTOP-FUSRFCI,numpy,pesos,2,4,100000,300,48,0,4.287973
DESKTOP-FUSRFCI,numpy,pesos,2,4,100000,300,48,1,4.321438
DESKTOP-FUSRFCI,numpy,pesos,2,4,100000,300,48,2,4.338099
DESKTOP-FUSRFCI,numpy,pesos,2,5,100000,300,48,0,4.361028
DESKTOP-FUSRFCI,numpy,pesos,2,5,100000,300,48,1,4.221653
DESKTOP-FUSRFCI,numpy,pesos,2,5,100000,300,48,2,4.467488
DESKTOP-FUSRFCI,numpy,pesos,2,6,100000,300,48,0,4.439442
DESKTOP-FUSRFCI,numpy,pesos,2,6,100000,300,48,1,4.435289
DESKTOP-FUSRFCI,numpy,pesos,2,6,100000,300,48,2,4.196034
DESKTOP-FUSRFCI,numpy,pesos,2,7,100000,300,48,0,4.232751
DESKTOP-FUSRFCI,numpy,pesos,2,7,100000,300,48,1,4.359864
DESKTOP-FUSRFCI,numpy,pesos,2,7,100000,300,48,2,4.220366
DESKTOP-FUSRFCI,numpy,pesos,2,8,100000,300,48,0,4.530096
DESKTOP-FUSRFCI,numpy,pesos,2,8,100000,300,48,1,4.523117
DESKTOP-FUSRFCI,numpy,pesos,2,8,100000,300,48,2,4.495800
DESKTOP-FUSRFCI,numpy,pesos,3,1,100000,300,48,0,4.546107
DESKTOP-FUSRFCI,numpy,pesos,3,1,100000,300,48,1,4.492711
DESKTOP-FUSRFCI,numpy,pesos,3,1,100000,300,48,2,4.407495
DESKTOP-FUSRFCI,numpy,pesos,3,2,100000,300,48,0,3.830333
DESKTOP-FUSRFCI,numpy,pesos,3,2,100000,300,48,1,3.848459
DESKTOP-FUSRFCI,numpy,pesos,3,2,100000,300,48,2,3.725252
DESKTOP-FUSRFCI,numpy,pesos,3,3,100000,300,48,0,3.536370
DESKTOP-FUSRFCI,numpy,pesos,3,3,100000,300,48,1,3.499735
DESKTOP-FUSRFCI,numpy,pesos,3,3,100000,300,48,2,3.536518
DESKTOP-FUSRFCI,numpy,pesos,3,4,100000,300,48,0,3.533537
DESKTOP-FUSRFCI,numpy,pesos,3,4,100000,300,48,1,3.537295
DESKTOP-FUSRFCI,numpy,pesos,3,4,100000,300,48,2,3.567502
DESKTOP-FUSRFCI,numpy,pesos,3,5,100000,300,48,0,3.677148
DESKTOP-FUSRFCI,numpy,pesos,3,5,100000,300,48,1,3.607551
DESKTOP-FUSRFCI,numpy,pesos,3,5,100000,300,48,2,3.620106
DESKTOP-FUSRFCI,numpy,pesos,4,1,100000,300,48,0,3.715611
DESKTOP-FUSRFCI,numpy,pesos,4,1,100000,300,48,1,3.692668
DESKTOP-FUSRFCI,numpy,pesos,4,1,100000,300,48,2,3.680618
DESKTOP-FUSRFCI,numpy,pesos,4,2,100000,300,48,0,3.276532
DESKTOP-FUSRFCI,numpy,pesos,4,2,100000,300,48,1,3.255194
DESKTOP-FUSRFCI,numpy,pesos,4,2,100000,300,48,2,3.309047
DESKTOP-FUSRFCI,numpy,pesos,4,3,100000,300,48,0,3.119058
DESKTOP-FUSRFCI,numpy,pesos,4,3,100000,300,48,1,3.189580
DESKTOP-FUSRFCI,numpy,pesos,4,3,100000,300,48,2,3.080403
DESKTOP-FUSRFCI,numpy,pesos,4,4,100000,300,48,0,3.254697
DESKTOP-FUSRFCI,numpy,pesos,4,4,100000,300,48,1,3.248747
DESKTOP-FUSRFCI,numpy,pesos,4,4,100000,300,48,2,3.250721
DESKTOP-FUSRFCI,numpy,pesos,5,1,100000,300,48,0,3.460244
DESKTOP-FUSRFCI,numpy,pesos,5,1,100000,300,48,1,3.513451
DESKTOP-FUSRFCI,numpy,pesos,5,1,100000,300,48,2,3.384808
DESKTOP-FUSRFCI,numpy,pesos,5,2,100000,300,48,0,2.971769
DESKTOP-FUSRFCI,numpy,pesos,5,2,100000,300,48,1,2.963401
DESKTOP-FUSRFCI,numpy,pesos,5,2,100000,300,48,2,2.973700
DESKTOP-FUSRFCI,numpy,pesos,5,3,100000,300,48,0,3.136929
DESKTOP-FUSRFCI,numpy,pesos,5,3,100000,300,48,1,3.036847
DESKTOP-FUSRFCI,numpy,pesos,5,3,100000,300,48,2,3.013715
DESKTOP-FUSRFCI,numpy,pesos,6,1,100000,300,48,0,3.239302
DESKTOP-FUSRFCI,numpy,pesos,6,1,100000,300,48,1,3.188402
DESKTOP-FUSRFCI,numpy,pesos,6,1,100000,300,48,2,3.256495
DESKTOP-FUSRFCI,numpy,pesos,6,2,100000,300,48,0,2.910874
DESKTOP-FUSRFCI,numpy,pesos,6,2,100000,300,48,1,2.870386
DESKTOP-FUSRFCI,numpy,pesos,6,2,100000,300,48,2,2.871323
DESKTOP-FUSRFCI,numpy,pesos,7,1,100000,300,48,0,2.948000
DESKTOP-FUSRFCI,numpy,pesos,7,1,100000,300,48,1,2.999102
DESKTOP-FUSRFCI,numpy,pesos,7,1,100000,300,48,2,3.018228
DESKTOP-FUSRFCI,numpy,pesos,7,2,100000,300,48,0,2.966770
DESKTOP-FUSRFCI,numpy,pesos,7,2,100000,300,48,1,2.906074
DESKTOP-FUSRFCI,numpy,pesos,7,2,100000,300,48,2,2.905950
DESKTOP-FUSRFCI,numpy,pesos,8,1,100000,300,48,0,2.801512
DESKTOP-FUSRFCI,numpy,pesos,8,1,100000,300,48,1,2.844030
DESKTOP-FUSRFCI,numpy,pesos,8,1,100000,300,48,2,2.880049
DESKTOP-FUSRFCI,numpy,pesos,8,2,100000,300,48,0,2.990485
DESKTOP-FUSRFCI,numpy,pesos,8,2,100000,300,48,1,2.985377
DESKTOP-FUSRFCI,numpy,pesos,8,2,100000,300,48,2,2.960414
DESKTOP-FUSRFCI,numpy,pesos,9,1,100000,300,48,0,2.848960
DESKTOP-FUSRFCI,numpy,pesos,9,1,100000,300,48,1,2.748298
DESKTOP-FUSRFCI,numpy,pesos,9,1,100000,300,48,2,2.765410
DESKTOP-FUSRFCI,numpy,pesos,10,1,100000,300,48,0,2.753485
DESKTOP-FUSRFCI,numpy,pesos,10,1,100000,300,48,1,2.816135
DESKTOP-FUSRFCI,numpy,pesos,10,1,100000,300,48,2,2.726240
DESKTOP-FUSRFCI,numpy,pesos,11,1,100000,300,48,0,2.746000
DESKTOP-FUSRFCI,numpy,pesos,11,1,100000,300,48,1,2.791406
DESKTOP-FUSRFCI,numpy,pesos,11,1,100000,300,48,2,2.699934
DESKTOP-FUSRFCI,numpy,pesos,12,1,100000,300,48,0,2.790455
DESKTOP-FUSRFCI,numpy,pesos,12,1,100000,300,48,1,2.773215
DESKTOP-FUSRFCI,numpy,pesos,12,1,100000,300,48,2,2.767606
DESKTOP-FUSRFCI,numpy,pesos,13,1,100000,300,48,0,2.768349
DESKTOP-FUSRFCI,numpy,pesos,13,1,100000,300,48,1,2.842157
DESKTOP-FUSRFCI,numpy,pesos,13,1,100000,300,48,2,2.822564
DESKTOP-FUSRFCI,numpy,pesos,14,1,100000,300,48,0,2.888400
DESKTOP-FUSRFCI,numpy,pesos,14,1,100000,300,48,1,2.979077
DESKTOP-FUSRFCI,numpy,pesos,14,1,100000,300,48,2,2.918354
DESKTOP-FUSRFCI,numpy,pesos,15,1,100000,300,48,0,3.144986
DESKTOP-FUSRFCI,numpy,pesos,15,1,100000,300,48,1,3.161856
DESKTOP-FUSRFCI,numpy,pesos,15,1,100000,300,48,2,3.132836
DESKTOP-FUSRFCI,numpy,pesos,16,1,100000,300,48,0,3.233964
DESKTOP-FUSRFCI,numpy,pesos,16,1,100000,300,48,1,3.155631
DESKTOP-FUSRFCI,numpy,pesos,16,1,100000,300,48,2,3.257152
